Innings,over ,ball,striker,non striker,bowler,type of bowler,Bowling end,Runs batter,Extras,Wide,No ball,Leg bye,Bye,Wicket,Dismissal Type,caught at,fielder,Line ,Length,Shot played,Intended direction,actual direction,Reason for mismatch,Middled,Edged,Beaten,Ball speed (Kmph),Batter type
2,8,6,Steve Smith,Babar Azam,Wes Agar,Right Medium Fast,Over,0,1,Yes,No,No,No,No,,,,Outside Leg,Good Length,Leave,Keeper,Keeper,,No,No,No,,R
2,8,6,Steve Smith,Babar Azam,Wes Agar,Right Medium Fast,Over,4,0,No,No,No,No,No,,,,Off,Short of length,Square Cut,Deep Backward Point,Deep Backward Point,,Yes,No,No,121.6,R
2,9,1,Babar Azam,Steve Smith,Tanveer Sangha,Right Leg,Over,0,0,No,No,No,No,No,,,,Outside Leg,Good Length,Square Cut,Extra Cover,Extra Cover,,Yes,No,No,90.6,R
2,9,2,Babar Azam,Steve Smith,Tanveer Sangha,Right Leg,Over,4,0,No,No,No,No,No,,,,Outside Leg,Full,Sweep,Deep Backward Square Leg,Deep Backward Square Leg,,Yes,No,No,84.6,R
2,9,3,Babar Azam,Steve Smith,Tanveer Sangha,Right Leg,Over,4,0,No,No,No,No,No,,,,Outside Leg,Short of length,Pull Shot,Deep Fine Leg,Deep Fine Leg,,Yes,No,No,,R
2,9,4,Babar Azam,Steve Smith,Tanveer Sangha,Right Leg,Over,1,0,No,No,No,No,No,,,,Middle,Good Length,Forward Defence,Short Mid Wicket,Short Mid Wicket,,Yes,No,No,87.8,R
2,9,5,Steve Smith,Babar Azam,Tanveer Sangha,Right Leg,Over,2,0,No,No,No,No,No,,,,Outside Off,Good Length,Square Cut,Sweeper Cover,Sweeper Cover,,Yes,No,No,87.5,R
2,9,6,Steve Smith,Babar Azam,Tanveer Sangha,Right Leg,Over,0,0,No,No,No,No,No,,,,Middle,Good Length,Back Foot Defence,Bowler,Bowler,,Yes,No,No,89.5,R
2,10,1,Babar Azam,Steve Smith,Chris Green ,Right Off,Over,1,0,No,No,No,No,No,,,,Middle,Good Length,Flick,Backward Square Leg,Backward Square Leg,,Yes,No,No,91,R
2,10,2,Steve Smith,Babar Azam,Chris Green ,Right Off,Over,1,0,No,No,No,No,No,,,,Off,Short of length,Flick,Deep Square Leg,Deep Square Leg,,Yes,No,No,96.3,R
2,10,3,Babar Azam,Steve Smith,Chris Green ,Right Off,Over,0,0,No,No,No,No,No,,,,Off,Full,Forward Defence,Bowler,Bowler,,Yes,No,No,93.5,R
2,10,4,Babar Azam,Steve Smith,Chris Green ,Right Off,Over,0,0,No,No,No,No,No,,,,Middle,Good Length,Flick,Short Mid Wicket,Short Mid Wicket,,Yes,No,No,93.8,R
2,10,5,Babar Azam,Steve Smith,Chris Green ,Right Off,Over,0,0,No,No,No,No,No,,,,Middle,Good Length,Forward Defence,Silly Point,Silly Point,,Yes,No,No,,R
2,10,6,Babar Azam,Steve Smith,Chris Green ,Right Off,Over,0,0,No,No,No,No,No,,,,Leg,Full,On Drive,Long On,Long On,,Yes,No,No,94.5,R
2,11,1,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,6,0,No,No,No,No,No,,,,Middle,Good Length,Lofted Flick,Deep Square Leg,Deep Square Leg,,Yes,No,No,136.1,R
2,11,2,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,6,0,No,No,No,No,No,,,,Outside Off,Good Length,Lofted Drive,Straight Hit,Straight Hit,,Yes,No,No,135.9,R
2,11,3,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,6,0,No,No,No,No,No,,,,Leg,FT,Lofted Flick,Deep Backward Square Leg,Deep Backward Square Leg,,Yes,No,No,139.1,R
2,11,4,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,6,0,No,No,No,No,No,,,,Outside Off,Good Length,Lofted Flick,Deep Square Leg,Deep Square Leg,,Yes,No,No, ,R
2,11,5,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,4,1,No,Yes,No,No,No,,,,Outside Off,Short of length,Late Cut,Deep Third Man,Deep Third Man,,Yes,No,No,118.2,R
2,11,5,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,0,1,Yes,No,No,No,No,,,,Outside Leg,Yorker,Leave,Keeper,Keeper,,No,No,No,,R
2,11,5,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,0,0,No,No,No,No,No,,,,Outside Off,Good Length,Slog,Deep Mid Wicket,Mid On,Mistimed,No,No,No,113.6,R
2,11,6,Steve Smith,Babar Azam,Ryan Hadley,Right Fast,Over,2,0,No,No,No,No,No,,,,Outside Off,Good Length,Square drive,Deep Forward Point,Deep Forward Point,,Yes,No,No,109.6,R
2,12,1,Babar Azam,Steve Smith,Nathan McAndrew,Right Medium Fast,Over,0,0,No,No,No,No,Yes,Bowled,,,Outside Off,Short of length,Off Drive,Cover,,Inside Edge,No,Yes,No,127,R
2,12,2,Josh Phillipe,Steve Smith,Nathan McAndrew,Right Medium Fast,Over,1,0,No,No,No,No,No,,,,Outside Off,Short of length,Flick,Deep Backward Point,Deep Backward Square Leg,,Yes,No,No,126,R
2,12,3,Steve Smith,Josh Phillipe,Nathan McAndrew,Right Medium Fast,Over,6,0,No,No,No,No,No,,,,Off,Short of length,Pull Shot,Deep Mid Wicket,Deep Mid Wicket,,Yes,No,No,,R
2,12,4,Steve Smith,Josh Phillipe,Nathan McAndrew,Right Medium Fast,Over,4,0,No,No,No,No,No,,,,Outside Off,Short of length,Late Cut,Deep Third Man,Deep Third Man,,Yes,No,No,,R
2,12,5,Steve Smith,Josh Phillipe,Nathan McAndrew,Right Medium Fast,Over,1,0,No,No,No,No,No,,,,Leg,FT,Flick,Deep Mid Wicket,Deep Mid Wicket,,Yes,No,No,133.2,R
2,12,6,Josh Phillipe,Steve Smith,Nathan McAndrew,Right Medium Fast,Over,0,0,No,No,No,No,Yes,Caught,Deep Fine Leg,Tanveer Sangha,Outside Off,Bouncer,Pull Shot,Deep Square Leg,Deep Fine Leg,Outside Edge,No,Yes,No,125.6,R
2,13,1,Steve Smith,Moises Henriques,Tanveer Sangha,Right Leg,Over,0,0,No,No,No,No,No,,,,Middle,Good Length,Forward Defence,Bowler,Bowler,,Yes,No,No,89.1,R
2,13,2,Steve Smith,Moises Henriques,Tanveer Sangha,Right Leg,Over,0,0,No,No,No,No,No,,,,Off,Good Length,Forward Defence,Extra Cover,Extra Cover,,Yes,No,No,86.8,R
2,13,3,Steve Smith,Moises Henriques,Tanveer Sangha,Right Leg,Over,1,0,No,No,No,No,No,,,,Middle,Good Length,On Drive,Mid On,Long On,,Yes,No,No,,R
2,13,4,Moises Henriques,Steve Smith,Tanveer Sangha,Right Leg,Over,4,0,No,No,No,No,No,,,,Outside Off,Short of length,Pull Shot,Deep Mid Wicket,Deep Mid Wicket,,Yes,No,No,98.3,R
2,13,5,Moises Henriques,Steve Smith,Tanveer Sangha,Right Leg,Over,1,0,No,No,No,No,No,,,,Middle,Full,Cover Drive,Deep Cover,Deep Cover,,Yes,No,No,91.9,R
2,13,6,Steve Smith,Moises Henriques,Tanveer Sangha,Right Leg,Over,0,0,No,No,No,No,Yes,Stumped,,Sam Billings,Outside Off,Short of length,Lofted Drive,Deep Cover,Keeper,Beaten,No,No,Yes,,R
2,14,1,Moises Henriques,Sam Curran,Chris Green ,Right Off,Over,1,0,No,No,No,No,No,,,,Outside Off,Full,Off Drive,Long Off,Long Off,,Yes,No,No,105.4,R
2,14,2,Sam Curran,Moises Henriques,Chris Green ,Right Off,Round,1,0,No,No,No,No,No,,,,Off,Full,Off Drive,Long Off,Long Off,,Yes,No,No,,L
2,14,3,Moises Henriques,Sam Curran,Chris Green ,Right Off,Over,0,0,No,No,No,No,Yes,LBW,,,Middle,Full,Sweep,Deep Square Leg,,Beaten,No,No,Yes,105.5,R
2,14,4,Lachlan Shaw,Sam Curran,Chris Green ,Right Off,Over,0,0,No,No,No,No,No,,,,Off,Full,Forward Defence,Bowler,Bowler,,Yes,No,No,105.4,R
2,14,5,Lachlan Shaw,Sam Curran,Chris Green ,Right Off,Over,1,0,No,No,No,No,No,,,,Off,Full,Square drive,Deep Forward Point,Deep Forward Point,,Yes,No,No,102.8,R
2,14,6,Sam Curran,Lachlan Shaw,Chris Green ,Right Off,Round,0,0,No,No,No,No,No,,,,Outside Off,Short of length,Square Cut,Point,Point,,Yes,No,No,,L
2,15,1,Lachlan Shaw,Sam Curran,Aidan O'Connor,Right Medium Fast,Over,6,0,No,No,No,No,No,,,,Outside Leg,Short of length,Pull Shot,Deep Backward Square Leg,Deep Backward Square Leg,,Yes,No,No,135.3,R
2,15,2,Lachlan Shaw,Sam Curran,Aidan O'Connor,Right Medium Fast,Over,0,0,No,No,No,No,No,,,,Outside Off,Good Length,Square Cut,Backward Point,Backward Point,,Yes,No,No,128.6,R
2,15,3,Lachlan Shaw,Sam Curran,Aidan O'Connor,Right Medium Fast,Over,1,0,No,No,No,No,No,,,,Middle,Good Length,Flick,Mid Wicket,Mid Wicket,,Yes,No,No,126.6,R
2,15,4,Sam Curran,Lachlan Shaw,Aidan O'Connor,Right Medium Fast,Over,0,0,No,No,No,No,Yes,Caught,Mid Off,Nic Maddinson,Outside Off,Bouncer,Pull Shot,Deep Square Leg,Mid Off,Outside Edge,No,Yes,No,135,L
2,15,5,Jack Edwards,Lachlan Shaw,Aidan O'Connor,Right Medium Fast,Over,0,0,No,No,No,No,No,,,,Outside Off,Good Length,Lofted Drive,Extra Cover,Keeper,Beaten,No,No,Yes,133.2,R
2,15,6,Jack Edwards,Lachlan Shaw,Aidan O'Connor,Right Medium Fast,Over,1,0,No,No,No,No,No,,,,Off,Full,Cover Drive,Cover,Cover,,Yes,No,No,132,R
2,16,1,Jack Edwards,Lachlan Shaw,Nic Maddinson,Left Off,Round,2,0,No,No,No,No,No,,,,Leg,Full,Slog,Straight Hit,Straight Hit,,Yes,No,No,94.6,R
2,16,2,Jack Edwards,Lachlan Shaw,Nic Maddinson,Left Off,Round,1,0,No,No,No,No,No,,,,Off,Good Length,Forward Defence,Cover,Cover,,Yes,No,No,86.4,R
2,16,3,Lachlan Shaw,Jack Edwards,Nic Maddinson,Left Off,Round,1,0,No,No,No,No,No,,,,Outside Off,Good Length,Back Foot Defence,Deep Forward Point,Deep Forward Point,,Yes,No,No,92.5,R
2,16,4,Jack Edwards,Lachlan Shaw,Nic Maddinson,Left Off,Round,6,0,No,No,No,No,No,,,,Off,Good Length,Slog,Deep Mid Wicket,Deep Mid Wicket,,Yes,No,No,86.6,R
2,16,5,Jack Edwards,Lachlan Shaw,Nic Maddinson,Left Off,Round,1,0,No,No,No,No,No,,,,Off,Good Length,Back Foot Defence,Long Off,Long Off,,Yes,No,No,96.5,R
2,16,6,Lachlan Shaw,Jack Edwards,Nic Maddinson,Left Off,Round,4,0,No,No,No,No,No,,,,Outside Leg,Good Length,Pull Shot,Deep Backward Square Leg,Deep Backward Square Leg,,Yes,No,No,82,R
2,17,1,Jack Edwards,Lachlan Shaw,Ryan Hadley,Right Fast,Over,0,0,No,No,No,No,No,,,,Outside Off,Bouncer,Pull Shot,Square Leg,Keeper,Beaten,No,No,Yes,119.9,R
2,17,2,Jack Edwards,Lachlan Shaw,Ryan Hadley,Right Fast,Over,6,0,No,No,No,No,No,,,,Outside Off,Good Length,Slog,Deep Square Leg,Deep Square Leg,,Yes,No,No,113.2,R
